grid,velocity,T,D,X_N2,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_H2O2,X_HO2,X_NO,X_N2O,X_N,X_NH,X_NNH,X_NH2
0.000425531915,0.23569785,1362.9546,1.81605516,0.427105742,0.343640431,0.000114860121,3.56854771e-06,8.07400128e-10,0.229133789,1.57199339e-06,2.88625511e-10,3.07934748e-08,4.8292559e-09,1.47527609e-10,4.06919e-12,5.39118852e-12,6.18276045e-10,1.92219511e-10
0.000438047559,0.235712203,1363.0402,1.81594458,0.427106566,0.343644787,0.000108884764,2.98962052e-06,6.83835701e-10,0.229135249,1.49062841e-06,2.53238811e-10,2.5771191e-08,4.83305674e-09,1.33426751e-10,3.69378519e-12,5.16296886e-12,5.89708343e-10,1.94236313e-10
0.000450563204,0.235725256,1363.1181,1.81584402,0.427107328,0.343648844,0.000103375116,2.5183789e-06,5.84142829e-10,0.22913649,1.41556896e-06,2.23268388e-10,2.16864176e-08,4.83649957e-09,1.21078231e-10,3.35991172e-12,4.94728724e-12,5.63040659e-10,1.96090446e-10
0.000463078849,0.235737163,1363.18921,1.8157523,0.427108033,0.343652624,9.82842714e-05,2.13245274e-06,5.02939834e-10,0.229137555,1.34618323e-06,1.97736706e-10,1.83438716e-08,4.83962703e-09,1.10221974e-10,3.06232657e-12,4.74350343e-12,5.38119292e-10,1.9779804e-10
0.000475594493,0.235748058,1363.25432,1.81566839,0.427108688,0.343656147,9.35709846e-05,1.81456941e-06,4.36199371e-10,0.229138475,1.28191541e-06,1.75867116e-10,1.55928706e-08,4.84247604e-09,1.00642391e-10,2.7967272e-12,4.55104917e-12,5.14803811e-10,1.99374196e-10
0.000488110138,0.235758054,1363.31409,1.81559141,0.427109297,0.343659434,8.91988917e-05,1.55129632e-06,3.80877723e-10,0.229139277,1.22227528e-06,1.57037854e-10,1.33163078e-08,4.84507819e-09,9.21594811e-11,2.55931828e-12,4.36933476e-12,4.92966113e-10,2.0083188e-10
0.000500625782,0.235767247,1363.36909,1.81552061,0.427109865,0.343662503,8.51358505e-05,1.33211589e-06,3.34652667e-10,0.22913998,1.16682928e-06,1.40747123e-10,1.14225476e-08,4.8474598e-09,8.46213953e-11,2.34605579e-12,4.19747235e-12,4.7248938e-10,2.0218063e-10
0.000513141427,0.235775724,1363.41983,1.81545534,0.427110395,0.343665372,8.13533777e-05,1.14873944e-06,2.95736356e-10,0.2291406,1.11519296e-06,1.26588795e-10,9.8394197e-09,4.84964578e-09,7.7902344e-11,2.15491026e-12,4.03521042e-12,4.53267321e-10,2.03433143e-10
0.000525657071,0.235783556,1363.46673,1.81539504,0.427110891,0.343668056,7.78261692e-05,9.94594504e-07,2.62740235e-10,0.229141151,1.06702461e-06,1.14230326e-10,8.50973119e-09,4.85165598e-09,7.18942552e-11,1.98280429e-12,3.88175358e-12,4.35202999e-10,2.04596988e-10
0.000538172716,0.235790808,1363.51018,1.8153392,0.427111356,0.34367057,7.45316901e-05,8.64438758e-07,2.34576861e-10,0.229141643,1.02201967e-06,1.03398945e-10,7.38789156e-09,4.85350831e-09,6.65059512e-11,1.82754245e-12,3.736567e-12,4.18208137e-10,2.05679986e-10
0.00055068836,0.235797536,1363.55052,1.8152874,0.427111792,0.343672927,7.14498238e-05,7.54067336e-07,2.10387739e-10,0.229142085,9.79906154e-07,9.38694527e-11,6.43735442e-09,4.85521872e-09,6.1659979e-11,1.68734047e-12,3.59918552e-12,4.0220227e-10,2.06689624e-10
0.000563204005,0.235803789,1363.58802,1.81523926,0.427112202,0.34367514,6.85625709e-05,6.60089421e-07,1.89489871e-10,0.229142484,9.40440507e-07,8.54545852e-11,5.62866572e-09,4.85680074e-09,5.72896604e-11,1.5602764e-12,3.46901868e-12,3.87111962e-10,2.07631717e-10
0.00057571965,0.235809612,1363.62295,1.81519444,0.427112588,0.343677219,6.585379e-05,5.79756632e-07,1.71335893e-10,0.229142846,9.03404202e-07,7.7998525e-11,4.93796614e-09,4.85826717e-09,5.33385875e-11,1.44527225e-12,3.3457625e-12,3.72870234e-10,2.0851312e-10
0.000588235294,0.235815042,1363.65555,1.81515264,0.427112951,0.343679175,6.33089741e-05,5.10830377e-07,1.5548398e-10,0.229143175,8.68600723e-07,7.13700657e-11,4.34583266e-09,4.85962827e-09,4.97571684e-11,1.34064199e-12,3.22882572e-12,3.59415816e-10,2.09337848e-10
0.000600750939,0.235820115,1363.68601,1.81511359,0.427113295,0.343681017,6.09150578e-05,4.51478735e-07,1.41575119e-10,0.229143477,8.35852982e-07,6.54591553e-11,3.83638029e-09,4.86089396e-09,4.65033602e-11,1.24552515e-12,3.11791983e-12,3.46692738e-10,2.10111152e-10
0.000613266583,0.235824861,1363.71452,1.81507706,0.427113619,0.343682753,5.86602498e-05,4.00195832e-07,1.29315649e-10,0.229143753,8.05001072e-07,6.01722825e-11,3.39655832e-09,4.86207241e-09,4.35400804e-11,1.15864699e-12,3.01255199e-12,3.34649704e-10,2.108365e-10
0.000625782228,0.235829308,1363.74125,1.81504284,0.427113926,0.343684392,5.65338874e-05,3.5573847e-07,1.18463905e-10,0.229144008,7.75900316e-07,5.54304609e-11,3.01559915e-09,4.86317176e-09,4.08359208e-11,1.07948512e-12,2.91251198e-12,3.23239766e-10,2.1151873e-10
0.000638297872,0.235833479,1363.76633,1.81501073,0.427114217,0.343685939,5.45263103e-05,3.17076059e-07,1.08819788e-10,0.229144244,7.48419572e-07,5.11658908e-11,2.68458123e-09,4.86419848e-09,3.83627158e-11,1.00700961e-12,2.81737011e-12,3.124198e-10,2.12160569e-10
0.000650813517,0.235837398,1363.78989,1.81498057,0.427114493,0.343687403,5.26287496e-05,2.83350854e-07,1.00216699e-10,0.229144462,7.22439744e-07,4.73207435e-11,2.39608378e-09,4.86515876e-09,3.60962221e-11,9.40604675e-13,2.72684805e-12,3.02150229e-10,2.1276529e-10
0.000663329161,0.235841084,1363.81207,1.81495221,0.427114755,0.343688787,5.08332319e-05,2.53846243e-07,9.25151687e-11,0.229144665,6.97852487e-07,4.38454316e-11,2.14391062e-09,4.86605832e-09,3.4015343e-11,8.79853417e-13,2.64073719e-12,2.92394681e-10,2.13336138e-10
0.000675844806,0.235844556,1363.83296,1.81492549,0.427115003,0.343690099,4.9132494e-05,2.27961318e-07,8.55978083e-11,0.229144855,6.74559064e-07,4.06967669e-11,1.92286853e-09,4.86690147e-09,3.21007213e-11,8.23823543e-13,2.55862115e-12,2.83119629e-10,2.13874375e-10
0.000688360451,0.235847829,1363.85267,1.81490031,0.42711524,0.343691343,4.75199086e-05,2.05190412e-07,7.93653596e-11,0.229145032,6.52469348e-07,3.78378515e-11,1.72859036e-09,4.86769304e-09,3.03362001e-11,7.72308711e-13,2.48036237e-12,2.74294238e-10,2.14383102e-10
0.000700876095,0.235850918,1363.87128,1.81487654,0.427115465,0.343692524,4.59894192e-05,1.85106552e-07,7.37334656e-11,0.229145198,6.31500935e-07,3.52364497e-11,1.55739049e-09,4.8684371e-09,2.87072118e-11,7.24864288e-13,2.40571267e-12,2.65890036e-10,2.1486457e-10
0.00071339174,0.235853837,1363.88886,1.81485408,0.42711568,0.343693645,4.45354815e-05,1.67348029e-07,6.8630128e-11,0.229145353,6.11578368e-07,3.28646486e-11,1.40614858e-09,4.86913745e-09,2.7200992e-11,6.81261593e-13,2.33452677e-12,2.5788076e-10,2.15320987e-10
0.000725907384,0.235856598,1363.9055,1.81483283,0.427115885,0.343694711,4.31530131e-05,1.51607445e-07,6.39935981e-11,0.2291455,5.92632446e-07,3.06975814e-11,1.27221382e-09,4.86979663e-09,2.5805315e-11,6.40665767e-13,2.26641357e-12,2.50242071e-10,2.15752556e-10
0.000738423029,0.235859212,1363.92126,1.81481272,0.42711608,0.343695726,4.18373476e-05,1.37622767e-07,5.9770752e-11,0.229145638,5.74599613e-07,2.87142057e-11,1.15332869e-09,4.8704184e-09,2.45106957e-11,6.03284531e-13,2.20139192e-12,2.42951539e-10,2.16162425e-10
0.000750938673,0.235861689,1363.9362,1.81479366,0.427116267,0.343696691,4.05841946e-05,1.25169966e-07,5.59156474e-11,0.229145768,5.57421413e-07,2.68954462e-11,1.04756355e-09,4.87100514e-09,2.33077007e-11,5.68546142e-13,2.13915965e-12,2.35988309e-10,2.16551494e-10
0.000763454318,0.235864039,1363.95038,1.81477558,0.427116446,0.343697611,3.93896041e-05,1.14056962e-07,5.23884513e-11,0.229145892,5.4104401e-07,2.52249785e-11,9.53265438e-10,4.87155981e-09,2.2188652e-11,5.36524075e-13,2.07968222e-12,2.29333105e-10,2.16922061e-10
0.000775969962,0.23586627,1363.96385,1.81475841,0.427116617,0.343698489,3.82499342e-05,1.0411861e-07,4.91544675e-11,0.229146009,5.25417755e-07,2.36880325e-11,8.69013579e-10,4.87208433e-09,2.1145916e-11,5.06802021e-13,2.02273895e-12,2.22967996e-10,2.17274553e-10
0.000788485607,0.23586839,1363.97664,1.8147421,0.42711678,0.343699327,3.7161823e-05,9.52125473e-08,4.61833805e-11,0.229146119,5.10496803e-07,2.2271456e-11,7.93583795e-10,4.87258031e-09,2.01724999e-11,4.78905593e-13,1.96808691e-12,2.16876314e-10,2.17609134e-10
0.000801001252,0.235870406,1363.98882,1.81472659,0.427116937,0.343700126,3.61221634e-05,8.72157317e-08,4.34486393e-11,0.229146225,4.96238764e-07,2.09640979e-11,7.2591931e-10,4.87305033e-09,1.92631961e-11,4.53084094e-13,1.91575438e-12,2.11042614e-10,2.17928321e-10
0.000813516896,0.235872325,1364.00041,1.81471182,0.427117087,0.343700891,3.51280794e-05,8.00215541e-08,4.09268849e-11,0.229146325,4.82604402e-07,1.97557249e-11,6.65104639e-10,4.87349614e-09,1.84127193e-11,4.29139187e-13,1.86560045e-12,2.05452484e-10,2.18233122e-10
0.000826032541,0.235874153,1364.01146,1.81469776,0.427117232,0.343701622,3.41769068e-05,7.35374195e-08,3.85975109e-11,0.229146421,4.69557353e-07,1.86370457e-11,6.10344875e-10,4.87391892e-09,1.76158886e-11,4.0665538e-13,1.81741121e-12,2.00092477e-10,2.1852355e-10
0.000838548185,0.235875896,1364.02199,1.81468435,0.42711737,0.343702321,3.32661739e-05,6.76827169e-08,3.64423089e-11,0.229146512,4.57063877e-07,1.76001415e-11,5.60948867e-10,4.87432049e-09,1.68687261e-11,3.85740289e-13,1.7711744e-12,1.94950099e-10,2.18801124e-10
0.00085106383,0.235877558,1364.03204,1.81467156,0.427117503,0.343702991,3.23935855e-05,6.23871077e-08,3.44451193e-11,0.229146599,4.45092633e-07,1.66376869e-11,5.1631361e-10,4.87470209e-09,1.61672291e-11,3.66187127e-13,1.72675063e-12,1.90013657e-10,2.19066416e-10
0.000863579474,0.235879145,1364.04164,1.81465935,0.427117631,0.343703633,3.15570079e-05,5.75890814e-08,3.2591579e-11,0.229146682,4.33614478e-07,1.57432091e-11,4.759122e-10,4.87506501e-09,1.55078837e-11,3.47915897e-13,1.68406102e-12,1.85272243e-10,2.19320159e-10
0.000876095119,0.235880661,1364.05081,1.81464769,0.427117754,0.343704249,3.07544552e-05,5.32347323e-08,3.08688804e-11,0.229146761,4.22602286e-07,1.49108098e-11,4.39283051e-10,4.87541027e-09,1.48873642e-11,3.30749309e-13,1.64298501e-12,1.80715644e-10,2.19562778e-10
0.000888610763,0.235882111,1364.05958,1.81463654,0.427117873,0.343704839,2.99840774e-05,4.92767214e-08,2.92655874e-11,0.229146837,4.1203078e-07,1.41353493e-11,4.06021263e-10,4.87573915e-09,1.43029448e-11,3.14734909e-13,1.60349309e-12,1.76334325e-10,2.19795285e-10
0.000901126408,0.235883497,1364.06798,1.81462587,0.427117987,0.343705406,2.92441492e-05,4.56733918e-08,2.77714501e-11,0.22914691,4.01876382e-07,1.34120214e-11,3.75770526e-10,4.87605247e-09,1.37518082e-11,2.9969021e-13,1.5654692e-12,1.72119336e-10,2.20017904e-10
0.000913642053,0.235884824,1364.07601,1.81461567,0.427118096,0.34370595,2.85330604e-05,4.23880152e-08,2.63772727e-11,0.22914698,3.92117081e-07,1.27365444e-11,3.48216941e-10,4.87635109e-09,1.3231478e-11,2.85516593e-13,1.52883784e-12,1.68062298e-10,2.20231051e-10
0.000926157697,0.235886095,1364.08371,1.81460589,0.427118202,0.343706473,2.78493061e-05,3.93881466e-08,2.50747788e-11,0.229147047,3.82732306e-07,1.21049944e-11,3.2308335e-10,4.87663586e-09,1.27397273e-11,2.72080291e-13,1.49349392e-12,1.64155337e-10,2.20435297e-10
0.000938673342,0.235887313,1364.09109,1.81459652,0.427118304,0.343706976,2.71914791e-05,3.66450729e-08,2.385653e-11,0.229147112,3.73702816e-07,1.15142549e-11,3.00125189e-10,4.8769083e-09,1.2275257e-11,2.59795991e-13,1.45955775e-12,1.6039112e-10,2.20632623e-10
0.000951188986,0.235888481,1364.09817,1.81458753,0.427118403,0.34370746,2.65582624e-05,3.41333348e-08,2.27157758e-11,0.229147174,3.65010598e-07,1.09607136e-11,2.79124689e-10,4.87716824e-09,1.18353354e-11,2.4803695e-13,1.42675324e-12,1.56762663e-10,2.20821547e-10
0.000963704631,0.235889601,1364.10496,1.81457891,0.427118498,0.343707926,2.59484219e-05,3.18303215e-08,2.16464294e-11,0.229147234,3.56638773e-07,1.04415619e-11,2.59889183e-10,4.87741645e-09,1.14183275e-11,2.36834261e-13,1.39505985e-12,1.53263461e-10,2.21002596e-10
0.000976220275,0.235890677,1364.11148,1.81457064,0.42711859,0.343708374,2.53608003e-05,2.97159167e-08,2.06429825e-11,0.229147291,3.4857151e-07,9.95446504e-12,2.42247695e-10,4.87765412e-09,1.1023234e-11,2.26503782e-13,1.36455808e-12,1.49887413e-10,2.21177349e-10
0.00098873592,0.23589171,1364.11775,1.81456269,0.427118679,0.343708806,2.47943119e-05,2.77721925e-08,1.97004104e-11,0.229147346,3.40793954e-07,9.49673909e-12,2.26047185e-10,4.8778813e-09,1.06480785e-11,2.16624831e-13,1.33505092e-12,1.46628712e-10,2.21345022e-10
0.00100125156,0.235892703,1364.12377,1.81455505,0.427118765,0.343709223,2.42479367e-05,2.59831468e-08,1.88141616e-11,0.2291474,3.33292147e-07,9.06631681e-12,2.11151634e-10,4.8780987e-09,1.02917021e-11,2.0728503e-13,1.30654827e-12,1.43481936e-10,2.21506274e-10
0.00101376721,0.235893658,1364.12957,1.81454771,0.427118848,0.343709624,2.37207161e-05,2.43344734e-08,1.7980082e-11,0.229147451,3.26052971e-07,8.66118508e-12,1.97439387e-10,4.8783069e-09,9.95293354e-12,1.98428673e-13,1.27898598e-12,1.40441949e-10,2.21661593e-10
0.00102628285,0.235894576,1364.13514,1.81454065,0.427118928,0.343710012,2.32117482e-05,2.28133628e-08,1.7194395e-11,0.229147501,3.1906408e-07,8.27974258e-12,1.84801886e-10,4.87850676e-09,9.63103442e-12,1.9028559e-13,1.25242945e-12,1.37503945e-10,2.2181204e-10
0.0010387985,0.23589546,1364.14051,1.81453385,0.427119006,0.343710386,2.27201841e-05,2.14083269e-08,1.64536223e-11,0.229147549,3.12313855e-07,7.91990894e-12,1.73140996e-10,4.87869794e-09,9.32419321e-12,1.82301388e-13,1.22663503e-12,1.34663307e-10,2.21956255e-10
0.00105131414,0.235896311,1364.14568,1.8145273,0.427119081,0.343710747,2.22452241e-05,2.01090502e-08,1.57546145e-11,0.229147595,3.05791344e-07,7.58051957e-12,1.6236967e-10,4.87888152e-09,9.03208824e-12,1.74897719e-13,1.20174126e-12,1.31915766e-10,2.2209582e-10
0.00106382979,0.235897131,1364.15066,1.81452099,0.427119154,0.343711096,2.17861141e-05,1.89062548e-08,1.50944665e-11,0.22914764,2.99486224e-07,7.26007837e-12,1.52409098e-10,4.87905772e-09,8.75366642e-12,1.6792955e-13,1.17766251e-12,1.29257234e-10,2.22230615e-10
0.00107634543,0.235897921,1364.15546,1.81451491,0.427119225,0.343711433,2.13421427e-05,1.77915848e-08,1.44705107e-11,0.229147684,2.93388753e-07,6.95713083e-12,1.43188211e-10,4.87922656e-09,8.48775676e-12,1.61157727e-13,1.15428539e-12,1.26683836e-10,2.22360113e-10
0.00108886108,0.235898683,1364.16009,1.81450905,0.427119293,0.343711759,2.09126384e-05,1.67575056e-08,1.38803137e-11,0.229147726,2.87489734e-07,6.67073346e-12,1.34643526e-10,4.87938883e-09,8.23402676e-12,1.54858318e-13,1.13169518e-12,1.24191954e-10,2.22485431e-10
