Material Inner,Material Outer,MAWP (Pa),Tank Volume (m^3),Tank Mass (kg),Mass Error (kg),Inner Tank Thickness (m),Outer Tank Thickness (m),Vacuum Gap (m),Inner Tank Length (m),Vh2 (m^3),R_in (m),CO2 (kg),Embodied Energy (MJ),Angle of winding inner,Angle of winding outer,P_vent,Qleak,Q_cond,Q_rad,dv_list,Outer Tank Length (m),Outer Tank Radius (m)
SS-316,SS-304,1200000,6.01285146258043,1103.0549340802017,267.26264836591594,0.004445036538518186,0.001,0.02517156803806664,3.599803134509204,5.47780429965866,0.75,3824.9239150863395,52286.95067328182,0,0,800000,209.32213614258475,168.67822163738163,40.244363760718834,"[0.02517123580693113, 0.02517156803806664]",3.6610963436623734,0.7806466045765847
SS-316,Carbon Fibre UD (Prepreg),1200000,6.0128480718654576,988.3065981864589,152.51431247217312,0.004445036538518186,0.001,0.02517137921899506,3.599803134509204,5.47780429965866,0.75,4826.834335107946,66653.40262378714,0,49.800000000000004,800000,209.32213614258475,168.6793621903767,40.244363760718834,"[0.02517039834547707, 0.02517137921899506]",3.66109596602423,0.7806464157575131
SS-316,SS-316,1200000,6.012851404690172,1103.3242955051933,267.53200979090747,0.004445036538518186,0.001,0.02517156481432677,3.599803134509204,5.47780429965866,0.75,4006.7802552804546,53300.31393066976,0,0,800000,209.32213614258475,168.6782366126089,40.244363760718834,"[0.025171221508816316, 0.02517156481432677]",3.661096337214894,0.7806466013528449
Al-7075-T6,Al-7075-T6,1200000,6.222388088699523,525.2612972554266,-310.5309884588592,0.0023123169872089557,0.001,0.024551426705457322,3.73596404045546,5.718420481936284,0.75,2126.695419357771,33871.20153538959,0,0,900000,225.56779707075572,183.57054026659242,41.5973265159624,"[0.02455141204658723, 0.024551426705457322]",3.791751527840792,0.7778937436926662
Al-7075-T6,G10,1200000,6.222351005761195,508.6743521972777,-327.1179335170081,0.0023123169872089557,0.001,0.024549425761573093,3.73596404045546,5.718420481936284,0.75,1977.0999382241584,32483.685474453778,0,47.5,900000,225.56779707075572,183.5826863610105,41.5973265159624,"[0.024546789121400302, 0.024549425761573093]",3.791747525953024,0.7778917427487819
Al-7075-T6,SS-304,1200000,6.222386503683087,620.7976336691758,-214.99465204511006,0.0023123169872089557,0.001,0.0245513411803189,3.73596404045546,5.718420481936284,0.75,2164.483641091086,34673.22875756189,0,0,900000,225.56779707075572,183.57097275190557,41.5973265159624,"[0.02455121445200025, 0.0245513411803189]",3.7917513567905154,0.7778936581675278
Al-7075-T6,Carbon Fibre UD (Prepreg),1200000,6.2223830043543105,502.37332866801586,-333.41895704626995,0.0023123169872089557,0.001,0.024551152361675745,3.73596404045546,5.718420481936284,0.75,3198.490319933101,49499.910835245566,0,52.6,900000,225.56779707075572,183.5722462389046,41.5973265159624,"[0.02455077821125152, 0.024551152361675745]",3.791750979153229,0.7778934693488846
Al-7075-T6,SS-316,1200000,6.222386443938448,621.0756241088837,-214.71666160540207,0.0023123169872089557,0.001,0.02455133795658635,3.73596404045546,5.718420481936284,0.75,2352.165759070143,35719.05516239264,0,0,900000,225.56779707075572,183.57098949185917,41.5973265159624,"[0.024551207003989595, 0.02455133795658635]",3.79175135034305,0.7778936549437953
G10,Al-7075-T6,1200000,6.210448132226662,486.09473281023514,-349.69755290405067,0.0016977092699636044,0.001,0.02452139547105621,3.73596404045546,5.718420481936284,0.75,1883.8322444070932,33026.557686032975,50.600000000000044,0,900000,225.56779707075572,183.6181804334493,41.54968645364145,"[0.024521387674425108, 0.02452139547105621]",3.7904622499375,0.7772491047410198
G10,G10,1200000,6.21041109263723,469.52716847956503,-366.2651172347208,0.0016977092699636044,0.001,0.024519394528238238,3.73596404045546,5.718420481936284,0.75,1734.4115556696797,31640.66284122251,50.600000000000044,50.900000000000006,900000,225.56779707075572,183.63034506038508,41.54968645364145,"[0.024517992176288236, 0.024519394528238238]",3.7904582480518636,0.7772471037982018
G10,SS-304,1200000,6.210446549063068,581.5194409317293,-254.27284478255655,0.0016977092699636044,0.001,0.024521309945963597,3.73596404045546,5.718420481936284,0.75,1921.576312902823,33827.647788529546,50.600000000000044,0,900000,225.56779707075572,183.61861366582,41.54968645364145,"[0.02452124254281929, 0.024521309945963597]",3.7904620788873142,0.7772490192159272
G10,Carbon Fibre UD (Prepreg),1200000,6.210443053824906,463.23350738295267,-372.55877833133314,0.0016977092699636044,0.001,0.024521121127421212,3.73596404045546,5.718420481936284,0.75,2954.3748186928437,48637.005802361666,50.600000000000044,0.7000000000000001,900000,225.56779707075572,183.6198889675864,41.54968645364145,"[0.0245209221275969, 0.024521121127421212]",3.7904617012502295,0.7772488303973848
G10,SS-316,1200000,6.21044648938827,581.7971065562494,-253.99517915803636,0.0016977092699636044,0.001,0.02452130672223281,3.73596404045546,5.718420481936284,0.75,2109.0391359590376,34872.25221000828,50.600000000000044,0,900000,225.56779707075572,183.6186304341599,41.54968645364145,"[0.024521237072316664, 0.02452130672223281]",3.790462072439853,0.7772490159921964
SS-304,Al-7075-T6,1200000,6.263696884221493,1034.0139920380645,198.22170632377873,0.004445036538518186,0.001,0.024643180321299533,3.73596404045546,5.718420481936284,0.75,3107.397832417511,48424.050518061245,0,0,900000,225.56779707075572,183.40505329332746,41.76281312915191,"[0.024643141891680664, 0.024643180321299533]",3.7962004741750954,0.7801182168598176
SS-304,G10,1200000,6.26365965153738,1017.3600975956894,181.56781188140354,0.004445036538518186,0.001,0.024641179373749815,3.73596404045546,5.718420481936284,0.75,2957.1985430257346,47030.934078023965,0,40.300000000000004,900000,225.56779707075572,183.41713555785623,41.76281312915191,"[0.024634267152730725, 0.024641179373749815]",3.7961964722799957,0.7801162159122679
SS-304,SS-304,1200000,6.263695292804555,1129.9359406773226,294.1436549630368,0.004445036538518186,0.001,0.02464309479600412,3.73596404045546,5.718420481936284,0.75,3145.338578460539,49229.314955428585,0,0,900000,225.56779707075572,183.40548320685244,41.76281312915191,"[0.024642762565652083, 0.02464309479600412]",3.7962003031245044,0.7801181313345222
SS-304,Carbon Fibre UD (Prepreg),1200000,6.26369177934503,1011.0336410511571,175.24135533687132,0.004445036538518186,0.001,0.024642905977014573,3.73596404045546,5.718420481936284,0.75,4183.518807663778,64115.84181513756,0,47.5,900000,225.56779707075572,183.40675044159073,41.76281312915191,"[0.024641925105809172, 0.024642905977014573]",3.7961999254865253,0.7801179425155327
SS-304,SS-316,1200000,6.263695232818657,1130.215053168664,294.4227674543783,0.004445036538518186,0.001,0.02464309157226558,3.73596404045546,5.718420481936284,0.75,3333.7782356039907,50279.362617347266,0,0,900000,225.56779707075572,183.40549984907835,41.76281312915191,"[0.024642748267564712, 0.02464309157226558]",3.7962002966770276,0.7801181281107837
Carbon Fibre UD (Prepreg),Al-7075-T6,1200000,6.206733129795063,470.5302912405502,-365.2619944737356,0.0015023207350573073,0.001,0.02451605695301416,3.73596404045546,5.718420481936284,0.75,3579.4670476882416,56545.65971079998,50.600000000000044,0,900000,225.56779707075572,183.6333209310277,41.53454598888573,"[0.024516051339071445, 0.02451605695301416]",3.790060795831603,0.7770483776880714
Carbon Fibre UD (Prepreg),G10,1200000,6.206696103699296,453.96875975358546,-381.82352596070035,0.0015023207350573073,0.001,0.024514056010528522,3.73596404045546,5.718420481936284,0.75,3430.1007684258125,55160.2695190533,50.600000000000044,41.1,900000,225.56779707075572,183.6454913762805,41.53454598888573,"[0.024513046251144355, 0.024514056010528522]",3.7900567939466314,0.7770463767455857
Carbon Fibre UD (Prepreg),SS-304,1200000,6.2067315472082205,565.9202516447408,-269.872034069545,0.0015023207350573073,0.001,0.024515971427935702,3.73596404045546,5.718420481936284,0.75,3617.197372139461,57346.458106159305,50.600000000000044,0,900000,225.56779707075572,183.63375439776118,41.53454598888573,"[0.024515922894489013, 0.024515971427935702]",3.7900606247814457,0.777048292162993
Carbon Fibre UD (Prepreg),Carbon Fibre UD (Prepreg),1200000,6.206728053243387,447.67739043912445,-388.11489527516136,0.0015023207350573073,0.001,0.024515782609424625,3.73596404045546,5.718420481936284,0.75,4649.619797145531,72150.42347569784,50.600000000000044,0.2,900000,225.56779707075572,183.63503026953722,41.53454598888573,"[0.02451563932015746, 0.024515782609424625]",3.7900602471444236,0.7770481033444819
Carbon Fibre UD (Prepreg),SS-316,1200000,6.2067314875551585,566.1978161606073,-269.5944695536785,0.0015023207350573073,0.001,0.024515968204205315,3.73596404045546,5.718420481936284,0.75,3804.5919329493295,58390.68214797614,50.600000000000044,0,900000,225.56779707075572,183.6337711750098,41.53454598888573,"[0.02451591805297684, 0.024515968204205315]",3.7900606183339853,0.7770482889392626
SS-316,Al-7075-T6,1200000,6.263696607870291,1035.187834716927,199.3955490026412,0.004445036538518186,0.001,0.0246431654697442,3.73596404045546,5.718420481936284,0.75,3899.9029997882367,52840.14961300593,0,0,900000,225.56779707075572,183.4050532933283,41.76281312915191,"[0.024643127040125366, 0.0246431654697442]",3.7962004444719843,0.7801182020082623
SS-316,G10,1200000,6.263659375187183,1018.5339407219066,182.74165500762075,0.004445036538518186,0.001,0.0246411645221947,3.73596404045546,5.718420481936284,0.75,3749.7037144310993,51447.03321039031,0,41.1,900000,225.56779707075572,183.41713555813527,41.76281312915191,"[0.024634252301175986, 0.0246411645221947]",3.7961964425768855,0.7801162010607128
SS-316,SS-304,1200000,6.263695016453395,1131.109780779529,295.31749506524324,0.004445036538518186,0.001,0.02464307994444886,3.73596404045546,5.718420481936284,0.75,3937.843744812099,53645.41402874225,0,0,900000,225.56779707075572,183.4054832068665,41.76281312915191,"[0.02464274771409684, 0.02464307994444886]",3.7962002734213938,0.7801181164829669
SS-316,Carbon Fibre UD (Prepreg),1200000,6.263691502993965,1012.2074843473175,176.4151986330317,0.004445036538518186,0.001,0.024642891125459254,3.73596404045546,5.718420481936284,0.75,4976.023946127729,68531.94048856918,0,36.6,900000,225.56779707075572,183.40675044163112,41.76281312915191,"[0.024641910254253836, 0.024642891125459254]",3.7961998957834147,0.7801179276639774
SS-316,SS-316,1200000,6.263694956467502,1131.3888932633731,295.5966075490873,0.004445036538518186,0.001,0.024643076720710443,3.73596404045546,5.718420481936284,0.75,4126.283396893685,54695.46166245454,0,0,900000,225.56779707075572,183.40549984909165,41.76281312915191,"[0.024642733416009414, 0.024643076720710443]",3.796200266973917,0.7801181132592285
Al-7075-T6,Al-7075-T6,1200000,6.536838705976397,532.7843185173574,-303.0079671969284,0.0023123169872089557,0.001,0.024474886806243334,3.902152959473261,6.0121005434268575,0.75,2184.447390288978,34656.900366318245,0,0,1000000,241.66677142131755,197.82144114434,43.445405640573576,"[0.02447487214737626, 0.024474886806243334]",3.957787367060165,0.7778172037934522
Al-7075-T6,G10,1200000,6.5368000030347755,515.4727579730006,-320.3195277412852,0.0023123169872089557,0.001,0.024472885862483706,3.902152959473261,6.0121005434268575,0.75,2028.3166942428343,33208.76948223428,0,40.300000000000004,1000000,241.66677142131755,197.8345720140004,43.445405640573576,"[0.02447024922286238, 0.024472885862483706]",3.957783365172646,0.7778152028496926
Al-7075-T6,SS-304,1200000,6.536837051717054,632.4942546141577,-203.29803110012807,0.0023123169872089557,0.001,0.024474801281110226,3.902152959473261,6.0121005434268575,0.75,2223.8864287503666,35493.9649537088,0,0,1000000,241.66677142131755,197.8219087055739,43.445405640573576,"[0.02447467455281812, 0.024474801281110226]",3.957787196009899,0.7778171182683191
Al-7075-T6,Carbon Fibre UD (Prepreg),1200000,6.536833399516853,508.89646655629684,-326.89581915798897,0.0023123169872089557,0.001,0.02447461246247904,3.902152959473261,6.0121005434268575,0.75,3303.064720982898,50968.36543032069,0,43.5,1000000,241.66677142131755,197.82328542706446,43.445405640573576,"[0.024474238312131524, 0.02447461246247904]",3.957786818372637,0.7778169294496879
Al-7075-T6,SS-316,1200000,6.5368369893624125,632.7843893527878,-203.007896361498,0.0023123169872089557,0.001,0.024474798057377886,3.902152959473261,6.0121005434268575,0.75,2419.767626188029,36585.47932252231,0,0,1000000,241.66677142131755,197.82192680312434,43.445405640573576,"[0.024474667104808483, 0.024474798057377886]",3.9577871895624344,0.7778171150445867
G10,Al-7075-T6,1200000,6.524383971296286,491.078236570271,-344.71404914401484,0.0016977092699636044,0.001,0.02444521369601294,3.902152959473261,6.0121005434268575,0.75,1920.3323144083024,33569.66209833231,50.600000000000044,0,1000000,241.66677142131755,197.8705910611775,43.396255835059364,"[0.024445205899383114, 0.02444521369601294]",3.956498805405214,0.7771729229659765
G10,G10,1200000,6.524345313024046,473.7866469959454,-362.00563871834044,0.0016977092699636044,0.001,0.02444321275332109,3.902152959473261,6.0121005434268575,0.75,1764.3817340867479,32123.201804656754,50.600000000000044,51.2,1000000,241.66677142131755,197.88374166866382,43.396255835059364,"[0.024441810401609417, 0.02444321275332109]",3.9564948035198304,0.7771709220232846
G10,SS-304,1200000,6.524382318946223,590.6731447094221,-245.1191410048637,0.0016977092699636044,0.001,0.024445128170925656,3.902152959473261,6.0121005434268575,0.75,1959.7258549341777,34405.761025839456,50.600000000000044,0,1000000,241.66677142131755,197.87105941941138,43.396255835059364,"[0.02444506076779291, 0.024445128170925656]",3.9564986343550395,0.7771728374408893
G10,Carbon Fibre UD (Prepreg),1200000,6.524378670961243,467.21794223815266,-368.57434347613315,0.0016977092699636044,0.001,0.024444939352395244,3.902152959473261,6.0121005434268575,0.75,3037.6591789194254,49862.30983014889,50.600000000000044,2.9000000000000004,1000000,241.66677142131755,197.87243807170304,43.396255835059364,"[0.02444474035260481, 0.024444939352395244]",3.9564982567179783,0.7771726486223588
G10,SS-316,1200000,6.524382256663549,590.9629447405301,-244.82934097375568,0.0016977092699636044,0.001,0.024445124947195015,3.902152959473261,6.0121005434268575,0.75,2155.381078771711,35496.01619551673,50.600000000000044,0,1000000,241.66677142131755,197.87107754723863,43.396255835059364,"[0.02444505529729077, 0.024445124947195015]",3.9564986279075782,0.7771728342171585
SS-304,Al-7075-T6,1200000,6.5799268016724675,1064.1651893142491,228.3729035999633,0.004445036538518186,0.001,0.02456539113371228,3.902152959473261,6.0121005434268575,0.75,3208.7519528501434,49856.79929742833,0,0,1000000,241.66677142131755,197.6507152633168,43.6161311382342,"[0.024565352704106647, 0.02456539113371228]",3.9622338148177216,0.7800404276722304
SS-304,G10,1200000,6.579887944429692,1046.7846431185892,210.9923574043034,0.004445036538518186,0.001,0.024563390186290487,3.902152959473261,6.0121005434268575,0.75,3051.9990836917605,48402.89769879927,0,0.0,1000000,241.66677142131755,197.66377815544973,43.6161311382342,"[0.024556477967667766, 0.024563390186290487]",3.962229812922878,0.7800384267248086
SS-304,SS-304,1200000,6.579925140817911,1164.272466080557,328.4801803662712,0.004445036538518186,0.001,0.024565305608422287,3.902152959473261,6.0121005434268575,0.75,3248.3481546702424,50697.199560358866,0,0,1000000,241.66677142131755,197.65118008094947,43.6161311382342,"[0.024564973378185716, 0.024565305608422287]",3.9622336437671417,0.7800403421469404
SS-304,Carbon Fibre UD (Prepreg),1200000,6.579921474057094,1040.182145132499,204.38985941821323,0.004445036538518186,0.001,0.024565116789444855,3.902152959473261,6.0121005434268575,0.75,4331.826936341035,66233.26500582392,0,0.0,1000000,241.66677142131755,197.65255015083108,43.6161311382342,"[0.02456413591857997, 0.024565116789444855]",3.9622332661291866,0.780040153327963
SS-304,SS-316,1200000,6.579925078214677,1164.5637569982046,328.77147128391874,0.004445036538518186,0.001,0.024565302384684077,3.902152959473261,6.0121005434268575,0.75,3445.0099319199708,51793.063576319524,0,0,1000000,241.66677142131755,197.65119807426458,43.6161311382342,"[0.024564959080102346, 0.024565302384684077]",3.9622336373196654,0.7800403389232022
Carbon Fibre UD (Prepreg),Al-7075-T6,1200000,6.520508796013284,474.82169822968046,-360.97058748460535,0.0015023207350573073,0.001,0.02443998840528457,3.902152959473261,6.0121005434268575,0.75,3691.3970259441503,58135.00518456599,50.600000000000044,0,1000000,241.66677142131755,197.88621151988278,43.380635411295096,"[0.024439982791342775, 0.02443998840528457]",3.956097577753945,0.7769723091403419
Carbon Fibre UD (Prepreg),G10,1200000,6.520470151645752,457.53632523719597,-378.25596047708984,0.0015023207350573073,0.001,0.024437987462924703,3.902152959473261,6.0121005434268575,0.75,3535.5025122102893,56689.06491380292,50.600000000000044,8.700000000000001,1000000,241.66677142131755,197.89936832282297,43.380635411295096,"[0.024436977703699823, 0.024437987462924703]",3.956093575869225,0.776970308197982
Carbon Fibre UD (Prepreg),SS-304,1200000,6.5205071442575395,574.3808003608643,-261.4114853534215,0.0015023207350573073,0.001,0.024439902880211337,3.902152959473261,6.0121005434268575,0.75,3730.776403831008,58970.803520580586,50.600000000000044,0,1000000,241.66677142131755,197.88668012810112,43.380635411295096,"[0.02443985434677238, 0.024439902880211337]",3.9560974067037984,0.7769722236152686
Carbon Fibre UD (Prepreg),Carbon Fibre UD (Prepreg),1200000,6.520503497584677,450.9699820615297,-384.8223036527561,0.0015023207350573073,0.001,0.02443971406171241,3.902152959473261,6.0121005434268575,0.75,4808.322192960469,74421.79543999248,50.600000000000044,49.800000000000004,1000000,241.66677142131755,197.88805938671695,43.380635411295096,"[0.024439570772467795, 0.02443971406171241]",3.9560970290668003,0.7769720347967697
Carbon Fibre UD (Prepreg),SS-316,1200000,6.520507081997271,574.6704962039086,-261.12178951037725,0.0015023207350573073,0.001,0.024439899656481384,3.902152959473261,6.0121005434268575,0.75,3926.3612863994094,60060.66672559791,50.600000000000044,0,1000000,241.66677142131755,197.8866982654246,43.380635411295096,"[0.024439849505260697, 0.024439899656481384]",3.956097400256338,0.7769722203915387
SS-316,Al-7075-T6,1200000,6.579926513292129,1065.391248694073,229.59896297978725,0.004445036538518186,0.001,0.024565376283639907,3.902152959473261,6.0121005434268575,0.75,4036.5105584794346,54469.34213071339,0,0,1000000,241.66677142131755,197.65071526331803,43.6161311382342,"[0.024565337854034218, 0.024565376283639907]",3.9622337851175766,0.780040412822158
SS-316,G10,1200000,6.579887656050384,1048.0107029595758,212.21841724529003,0.004445036538518186,0.001,0.024563375336218045,3.902152959473261,6.0121005434268575,0.75,3879.757693480219,53015.440570661005,0,1.8,1000000,241.66677142131755,197.66377815575433,43.6161311382342,"[0.02455646311759574, 0.024563375336218045]",3.962229783222733,0.7800384118747361
SS-316,SS-304,1200000,6.579924852437616,1165.4985228041967,329.70623708991087,0.004445036538518186,0.001,0.024565290758349824,3.902152959473261,6.0121005434268575,0.75,4076.1067592489117,55309.74237134525,0,0,1000000,241.66677142131755,197.65118008096363,43.6161311382342,"[0.024564958528113235, 0.024565290758349824]",3.9622336140669967,0.7800403272968679
SS-316,Carbon Fibre UD (Prepreg),1200000,6.579921185676898,1041.408205148674,205.6159194343881,0.004445036538518186,0.001,0.024565101939372443,3.902152959473261,6.0121005434268575,0.75,5159.585512171344,70845.8074045859,0,40.300000000000004,1000000,241.66677142131755,197.65255015087374,43.6161311382342,"[0.024564121068507666, 0.024565101939372443]",3.962233236429042,0.7800401384778906
SS-316,SS-316,1200000,6.579924789834383,1165.789813714115,329.9975279998293,0.004445036538518186,0.001,0.02456528753461162,3.902152959473261,6.0121005434268575,0.75,4272.768531280539,56405.606358228935,0,0,1000000,241.66677142131755,197.6511980742792,43.6161311382342,"[0.024564944230029886, 0.02456528753461162]",3.9622336076195204,0.7800403240731297
