Material Inner,Material Outer,MAWP (Pa),Tank Volume (m^3),Tank Mass (kg),Mass Error (kg),Inner Tank Thickness (m),Outer Tank Thickness (m),Vacuum Gap (m),Inner Tank Length (m),Vh2 (m^3),R_in (m),CO2 (kg),Embodied Energy (MJ),Angle of winding inner,Angle of winding outer,P_vent,Qleak,Q_cond,Q_rad,dv_list,Outer Tank Length (m),Outer Tank Radius (m)
SS-316,Al-7075-T6,1200000,5.590170973827743,953.1043190333656,117.31203331907983,0.004445036538518186,0.001,0.03677556284224356,3.278646297670255,4.910273322573009,0.75,3532.016482181989,48466.13421839677,0,0,500000,135.5894395164858,98.52660127894322,36.6628629424256,"[0.03677552441057466, 0.03677556284224356]",3.363147496431778,0.7922505993807617
SS-316,G10,1200000,5.590137475161376,938.1207653146818,102.32847960039595,0.004445036538518186,0.001,0.036773561875064927,3.278646297670255,4.910273322573009,0.75,3396.8817822053898,47212.74350119766,0,40.2,500000,135.5894395164858,98.5309030757785,36.6628629424256,"[0.036766649286034306, 0.036773561875064927]",3.363143494497421,0.7922485984135831
SS-316,SS-304,1200000,5.590169542011861,1039.405536496856,203.61325078257022,0.004445036538518186,0.001,0.0367754773161076,3.278646297670255,4.910273322573009,0.75,3566.151865003199,49190.6326309139,0,0,500000,135.5894395164858,98.52675376645742,36.6628629424256,"[0.03677514506803373, 0.0367754773161076]",3.363147325379506,0.7922505138546257
SS-316,Carbon Fibre UD (Prepreg),1200000,5.590166380912473,932.4288392092336,96.6365534949478,0.004445036538518186,0.001,0.03677528849526281,3.278646297670255,4.910273322573009,0.75,4500.205207680699,62584.077991723076,0,42.6,500000,135.5894395164858,98.52720582133304,36.6628629424256,"[0.036774307571745664, 0.03677528849526281]",3.3631469477378166,0.7922503250337809
SS-316,SS-316,1200000,5.590169488041866,1039.656654684277,203.8643689699913,0.004445036538518186,0.001,0.03677547409233736,3.278646297670255,4.910273322573009,0.75,3735.6914968448077,50135.363143667586,0,0,500000,135.5894395164858,98.52675967288305,36.6628629424256,"[0.036775130769323996, 0.03677547409233736]",3.363147318931966,0.7922505106308555
Al-7075-T6,Al-7075-T6,1200000,5.645284939318293,509.52858162854875,-326.26370408573706,0.0023123169872089557,0.001,0.030842835985060126,3.3765446194555064,5.083273937365124,0.75,2005.983674540788,32228.92704103938,0,0,600000,161.13543414644494,123.13501479565458,37.600456370494406,"[0.03084282132593958, 0.030842835985060126]",3.4449149254000444,0.784185152972269
Al-7075-T6,G10,1200000,5.645250975748882,494.33698386205197,-341.45530185223384,0.0023123169872089557,0.001,0.030840835030862757,3.3765446194555064,5.083273937365124,0.75,1868.9726525308615,30958.133213287918,0,37.9,600000,161.13543414644494,123.14146311362877,37.600456370494406,"[0.030838198345733526, 0.030840835030862757]",3.4449109234916495,0.7841831520180716
Al-7075-T6,SS-304,1200000,5.645283487631321,597.0280769866575,-238.76420872762827,0.0023123169872089557,0.001,0.030842750459479987,3.3765446194555064,5.083273937365124,0.75,2040.593021447713,32963.484992658356,0,0,600000,161.13543414644494,123.13524395159705,37.600456370494406,"[0.0308426237289963, 0.030842750459479987]",3.4449147543488845,0.7841850674466889
Al-7075-T6,Carbon Fibre UD (Prepreg),1200000,5.6452802826614255,488.56602625474903,-347.2262594595368,0.0023123169872089557,0.001,0.030842561639862105,3.3765446194555064,5.083273937365124,0.75,2987.6155379874454,46542.896093918134,0,0.0,600000,161.13543414644494,123.13592071362658,37.600456370494406,"[0.030842187483047363, 0.030842561639862105]",3.444914376709648,0.784184878627071
Al-7075-T6,SS-316,1200000,5.6452834329123185,597.2826819083763,-238.50960380590953,0.0023123169872089557,0.001,0.030842747235730734,3.3765446194555064,5.083273937365124,0.75,2212.4866825656545,33921.332929717566,0,0,600000,161.13543414644494,123.13525282414061,37.600456370494406,"[0.030842616280896826, 0.030842747235730734]",3.444914747901386,0.7841850642229397
G10,Al-7075-T6,1200000,5.634179573719615,475.853185408389,-359.93910030589683,0.0016977092699636044,0.001,0.030802777795649394,3.3765446194555064,5.083273937365124,0.75,1809.0738531938005,31908.830812161425,50.600000000000044,0,600000,161.13543414644494,123.1793897756486,37.556081453813626,"[0.030802769998909664, 0.030802777795649394]",3.4436055935867325,0.783530487065613
G10,G10,1200000,5.634145651420301,460.6800392014732,-375.1122465128126,0.0016977092699636044,0.001,0.030800776842517554,3.3765446194555064,5.083273937365124,0.75,1672.2292435220897,30639.580474893435,50.600000000000044,0.1,600000,161.13543414644494,123.18584929417023,37.556081453813626,"[0.030799374471081664, 0.030800776842517554]",3.4436015916804688,0.7835284861124812
G10,SS-304,1200000,5.634178123796628,563.2464042793797,-272.5458814349061,0.0016977092699636044,0.001,0.030802692270114885,3.3765446194555064,5.083273937365124,0.75,1843.6411637075562,32642.496572540607,50.600000000000044,0,600000,161.13543414644494,123.17961937680289,37.556081453813626,"[0.03080262486603241, 0.030802692270114885]",3.443605422535663,0.7835304015400785
G10,Carbon Fibre UD (Prepreg),1200000,5.634174922721184,454.91609104562394,-380.87619466866187,0.0016977092699636044,0.001,0.030802503450597773,3.3765446194555064,5.083273937365124,0.75,2789.513430756112,46205.414179265004,50.600000000000044,49.900000000000006,600000,161.13543414644494,123.18029724491859,37.556081453813626,"[0.030802304448003557, 0.030802503450597773]",3.4436050448966293,0.7835302127205613
G10,SS-316,1200000,5.63417806914412,563.5006999585797,-272.2915857557061,0.0016977092699636044,0.001,0.030802689046367564,3.3765446194555064,5.083273937365124,0.75,2015.3260435782609,33599.18111190288,50.600000000000044,0,600000,161.13543414644494,123.17962826629646,37.556081453813626,"[0.03080261939548172, 0.030802689046367564]",3.4436054160881686,0.7835303983163311
SS-304,Al-7075-T6,1200000,5.683713865848561,969.3467322750486,133.55444656076276,0.004445036538518186,0.001,0.030969402563572553,3.3765446194555064,5.083273937365124,0.75,2892.4164304451765,45382.790671642164,0,0,600000,161.13543414644494,122.98085818315802,37.754612764831656,"[0.030969364132876834, 0.030969402563572553]",3.4494334976596877,0.7864444391020906
SS-304,G10,1200000,5.683679759688259,954.091383172305,118.29909745801916,0.004445036538518186,0.001,0.030967401605712166,3.3765446194555064,5.083273937365124,0.75,2754.8304430025983,44106.66398407354,0,51.2,600000,161.13543414644494,122.987267910417,37.754612764831656,"[0.030960489191386737, 0.030967401605712166]",3.449429495743967,0.7864424381442303
SS-304,SS-304,1200000,5.6837124080669055,1057.2134197972282,221.4211340829424,0.004445036538518186,0.001,0.030969317037835693,3.3765446194555064,5.083273937365124,0.75,2927.1710158202563,46120.43120193072,0,0,600000,161.13543414644494,122.98108580601652,37.754612764831656,"[0.030968984798174677, 0.030969317037835693]",3.4494333266082142,0.7864443535763538
SS-304,Carbon Fibre UD (Prepreg),1200000,5.683709189641431,948.296207454849,112.50392174056316,0.004445036538518186,0.001,0.030969128217871456,3.3765446194555064,5.083273937365124,0.75,3878.167719044442,59756.82839782939,0,0.1,600000,161.13543414644494,122.98175875583367,37.754612764831656,"[0.0309681473191882, 0.030969128217871456]",3.4494329489682856,0.7864441647563896
SS-304,SS-316,1200000,5.683712353118176,1057.469093171932,221.67680745764613,0.004445036538518186,0.001,0.030969313814080586,3.3765446194555064,5.083273937365124,0.75,3099.7860297046177,47082.29875357816,0,0,600000,161.13543414644494,122.98109462018421,37.754612764831656,"[0.030968970499760443, 0.030969313814080586]",3.449433320160704,0.7864443503525987
Carbon Fibre UD (Prepreg),Al-7075-T6,1200000,5.630723873333103,461.78521221438996,-374.00707349989585,0.0015023207350573073,0.001,0.030794288911445804,3.3765446194555064,5.083273937365124,0.75,3341.5725401295986,53165.17456151157,50.600000000000044,0,600000,161.13543414644494,123.19349224532877,37.541979004046965,"[0.030794283297430558, 0.030794288911445804]",3.4431978387485125,0.783326609646503
Carbon Fibre UD (Prepreg),G10,1200000,5.630689963881804,446.61781026192875,-389.17447545235706,0.0015023207350573073,0.001,0.030792287958646053,3.3765446194555064,5.083273937365124,0.75,3204.779737179736,51896.40473658459,50.600000000000044,42.6,600000,161.13543414644494,123.19995528616332,37.541979004046965,"[0.030791278186245205, 0.030792287958646053]",3.443193836842913,0.7833246086937034
Carbon Fibre UD (Prepreg),SS-304,1200000,5.630722423959272,549.1453455794575,-286.6469401348283,0.0015023207350573073,0.001,0.030794203385925454,3.3765446194555064,5.083273937365124,0.75,3376.1267640672686,53898.56256902797,50.600000000000044,0,600000,161.13543414644494,123.19372198637741,37.541979004046965,"[0.03079415485185188, 0.030794203385925454]",3.443197667697472,0.7833265241209827
Carbon Fibre UD (Prepreg),Carbon Fibre UD (Prepreg),1200000,5.6307192240962305,440.8560442561792,-394.9362414581066,0.0015023207350573073,0.001,0.030794014566439813,3.3765446194555064,5.083273937365124,0.75,4321.640940748113,67456.3454970863,50.600000000000044,49.900000000000006,600000,161.13543414644494,123.19440020249891,37.541979004046965,"[0.030793871275322324, 0.030794014566439813]",3.4431972900585004,0.7833263353014971
Carbon Fibre UD (Prepreg),SS-316,1200000,5.63072236932746,549.3995449867025,-286.3927407275833,0.0015023207350573073,0.001,0.030794200162178455,3.3765446194555064,5.083273937365124,0.75,3547.7466471227835,54854.88492478371,50.600000000000044,0,600000,161.13543414644494,123.19373088119856,37.541979004046965,"[0.030794150010302307, 0.030794200162178455]",3.443197661249978,0.7833265208972358
SS-316,Al-7075-T6,1200000,5.683713610649113,970.4076450466367,134.61535933235092,0.004445036538518186,0.001,0.030969387591426773,3.3765446194555064,5.083273937365124,0.75,3608.678425504692,49374.03776438217,0,0,600000,161.13543414644494,122.98085818315872,37.754612764831656,"[0.03096934916073109, 0.030969387591426773]",3.449433467715396,0.7864444241299449
SS-316,G10,1200000,5.683679504489754,955.1522963667495,119.3600106524637,0.004445036538518186,0.001,0.030967386633566376,3.3765446194555064,5.083273937365124,0.75,3471.092441875804,48097.911112185895,0,47.5,600000,161.13543414644494,122.98726791056681,37.754612764831656,"[0.030960474219241477, 0.030967386633566376]",3.4494294657996756,0.7864424231720845
SS-316,SS-304,1200000,5.683712152867495,1058.2743301332662,222.48204441898037,0.004445036538518186,0.001,0.030969302065689815,3.3765446194555064,5.083273937365124,0.75,3643.4330099164195,50111.67827422428,0,0,600000,161.13543414644494,122.98108580602423,37.754612764831656,"[0.030968969826029005, 0.030969302065689815]",3.4494332966639223,0.7864443386042079
SS-316,Carbon Fibre UD (Prepreg),1200000,5.683708934442112,949.3571208099303,113.56483509564447,0.004445036538518186,0.001,0.030969113245725727,3.3765446194555064,5.083273937365124,0.75,4594.429686780206,63748.075092139654,0,52.6,600000,161.13543414644494,122.9817587558547,37.754612764831656,"[0.03096813234704248, 0.030969113245725727]",3.449432919023994,0.7864441497842438
SS-316,SS-316,1200000,5.683712097918768,1058.530003500883,222.7377177865971,0.004445036538518186,0.001,0.0309692988419348,3.3765446194555064,5.083273937365124,0.75,3816.048019016117,51073.54579921,0,0,600000,161.13543414644494,122.98109462019211,37.754612764831656,"[0.030968955527614837, 0.0309692988419348]",3.449433290216412,0.7864443353804529
Al-7075-T6,Al-7075-T6,1200000,5.788301482984173,514.0112334638866,-321.7810522503992,0.0023123169872089557,0.001,0.027343463718249784,3.482159304511475,5.269910491624329,0.75,2040.3603547177568,32696.626346422214,0,0,700000,185.55543241399056,146.38055345816537,38.77492874722015,"[0.027343449059268107, 0.027343463718249784]",3.543530865922392,0.7806857807054587
Al-7075-T6,G10,1200000,5.788266703153537,498.4544858414171,-337.3377998728687,0.0023123169872089557,0.001,0.02734146276976832,3.482159304511475,5.269910491624329,0.75,1900.056092942219,31395.287355158853,0,26.0,700000,185.55543241399056,146.3892277193662,38.77492874722015,"[0.027338826109555098, 0.02734146276976832]",3.5435268640254294,0.7806837797569772
Al-7075-T6,SS-304,1200000,5.788299996408201,603.6138973666199,-232.17838834766593,0.0023123169872089557,0.001,0.0273433781929144,3.482159304511475,5.269910491624329,0.75,2075.8015843414805,33448.84039472014,0,0,700000,185.55543241399056,146.38086205457904,38.77492874722015,"[0.027343251463630563, 0.0273433781929144]",3.5435306948717216,0.7806856951801233
Al-7075-T6,Carbon Fibre UD (Prepreg),1200000,5.788296714411913,492.5448148679541,-343.24747084633174,0.0023123169872089557,0.001,0.027343189373836688,3.482159304511475,5.269910491624329,0.75,3045.5870683414864,47354.65101400623,0,49.800000000000004,700000,185.55543241399056,146.3817719303102,38.77492874722015,"[0.027342815220563848, 0.027343189373836688]",3.543530317233566,0.7806855063610456
Al-7075-T6,SS-316,1200000,5.788299940374116,603.8746220660312,-231.91766364825463,0.0023123169872089557,0.001,0.027343374969174442,3.482159304511475,5.269910491624329,0.75,2251.826941692306,34429.711500337864,0,0,700000,185.55543241399056,146.38087400087184,38.77492874722015,"[0.02734324401558039, 0.027343374969174442]",3.5435306884242417,0.7806856919563834
G10,Al-7075-T6,1200000,5.777026197481663,478.72256912761156,-357.06971658667425,0.0016977092699636044,0.001,0.02730899578958139,3.482159304511475,5.269910491624329,0.75,1829.9495760948657,32222.42472204169,50.600000000000044,0,700000,185.55543241399056,146.42588791128796,38.729594373959394,"[0.027308987992901792, 0.02730899578958139]",3.5422327146305648,0.7800367050595449
G10,G10,1200000,5.776991459316916,463.18444995262183,-372.607835761664,0.0016977092699636044,0.001,0.027306994842165675,3.482159304511475,5.269910491624329,0.75,1689.8133219897113,30922.644018065206,50.600000000000044,0.0,700000,185.55543241399056,146.43457631470324,38.729594373959394,"[0.027305592481529428, 0.027306994842165675]",3.5422287127357333,0.7800347041121293
G10,SS-304,1200000,5.777024712686593,568.2179377052843,-267.57434800900154,0.0016977092699636044,0.001,0.027308910264291657,3.482159304511475,5.269910491624329,0.75,1865.3483663357315,32973.738025947074,50.600000000000044,0,700000,185.55543241399056,146.42619707361357,38.729594373959394,"[0.027308842860729272, 0.027308910264291657]",3.5422325435799853,0.7800366195342552
G10,Carbon Fibre UD (Prepreg),1200000,5.777021434622105,457.2818556289273,-378.5104300853585,0.0016977092699636044,0.001,0.027308721445314765,3.482159304511475,5.269910491624329,0.75,2833.9725737749677,46862.89703290393,50.600000000000044,36.6,700000,185.55543241399056,146.42710834035626,38.729594373959394,"[0.02730852244425581, 0.027308721445314765]",3.5422321659420315,0.7800364307152783
G10,SS-316,1200000,5.777024656719637,568.4783501975623,-267.31393551672346,0.0016977092699636044,0.001,0.027308907040553443,3.482159304511475,5.269910491624329,0.75,2041.1629409218563,33953.43458075484,50.600000000000044,0,700000,185.55543241399056,146.42620904143197,38.729594373959394,"[0.027308837390205162, 0.027308907040553443]",3.542232537132509,0.780036616310517
SS-304,Al-7075-T6,1200000,5.827314851055351,988.2076582592096,152.41537254492374,0.004445036538518186,0.001,0.027450620035274396,3.482159304511475,5.269910491624329,0.75,2954.485918980045,46261.4683103174,0,0,700000,185.55543241399056,146.2230674263207,38.932414503928435,"[0.027450581605175346, 0.027450620035274396]",3.54801061765906,0.7829256565737925
SS-304,G10,1200000,5.8272799272783224,972.58655350312,136.79426778883413,0.004445036538518186,0.001,0.0274486190831284,3.482159304511475,5.269910491624329,0.75,2813.601228153078,44954.745783839935,0,33.300000000000004,700000,185.55543241399056,146.2316929691007,38.932414503928435,"[0.027441706775939663, 0.0274486190831284]",3.548006615754768,0.7829236556216466
SS-304,SS-304,1200000,5.827313358326753,1078.1810035945316,242.3887178802458,0.004445036538518186,0.001,0.027450534509782056,3.482159304511475,5.269910491624329,0.75,2990.073767212167,47016.794229722414,0,0,700000,185.55543241399056,146.22337407425138,38.932414503928435,"[0.027450202275280434, 0.027450534509782056]",3.5480104466080755,0.7829255710483002
SS-304,Carbon Fibre UD (Prepreg),1200000,5.827310062746976,966.6524342818369,130.8601485675511,0.004445036538518186,0.001,0.027450345690358004,3.482159304511475,5.269910491624329,0.75,3963.87120288873,60980.13245807119,0,38.6,700000,185.55543241399056,146.22427915658847,38.932414503928435,"[0.027449364806903853, 0.027450345690358004]",3.5480100689692273,0.7829253822288761
SS-304,SS-316,1200000,5.827313302060755,1078.4428069000007,242.65052118571492,0.004445036538518186,0.001,0.027450531286036202,3.482159304511475,5.269910491624329,0.75,3166.827332032775,48001.72314658806,0,0,700000,185.55543241399056,146.22338594642272,38.932414503928435,"[0.027450187977047406, 0.027450531286036202]",3.5480104401605836,0.7829255678245544
Carbon Fibre UD (Prepreg),Al-7075-T6,1200000,5.773517851728898,464.21495591189756,-371.57732980238825,0.0015023207350573073,0.001,0.02730226332327858,3.482159304511475,5.269910491624329,0.75,3410.386222393188,54143.68549955355,50.600000000000044,0,700000,185.55543241399056,146.44029540480125,38.715186905543916,"[0.027302257709303626, 0.02730226332327858]",3.5418284726281466,0.7798345840583358
Carbon Fibre UD (Prepreg),G10,1200000,5.773483126534504,448.6826356673365,-387.1096500469493,0.0015023207350573073,0.001,0.02730026237619514,3.482159304511475,5.269910491624329,0.75,3270.3022681263797,52844.389881603594,50.600000000000044,14.700000000000001,700000,185.55543241399056,146.4489882520983,38.715186905543916,"[0.0272992526110086, 0.02730026237619514]",3.54182447073398,0.7798325831112524
Carbon Fibre UD (Prepreg),SS-304,1200000,5.773516367488211,553.6769240612566,-282.1153616530292,0.0015023207350573073,0.001,0.027302177798003088,3.482159304511475,5.269910491624329,0.75,3445.7718014940183,54894.71840682012,50.600000000000044,0,700000,185.55543241399056,146.44060474481265,38.715186905543916,"[0.0273021292642771, 0.027302177798003088]",3.5418283015775955,0.7798344985330603
Carbon Fibre UD (Prepreg),Carbon Fibre UD (Prepreg),1200000,5.773513090647675,442.7822442647157,-393.0100414495701,0.0015023207350573073,0.001,0.027301988979057747,3.482159304511475,5.269910491624329,0.75,4414.034510102843,68778.6938609655,50.600000000000044,52.6,700000,185.55543241399056,146.44151644885605,38.715186905543916,"[0.027301845688965695, 0.027301988979057747]",3.541827923939705,0.779834309714115
Carbon Fibre UD (Prepreg),SS-316,1200000,5.773516311542153,553.9372393652186,-281.8550463490672,0.0015023207350573073,0.001,0.027302174574265436,3.482159304511475,5.269910491624329,0.75,3621.520760596726,55874.04933059868,50.600000000000044,0,700000,185.55543241399056,146.4406167193905,38.715186905543916,"[0.027302124422748136, 0.027302174574265436]",3.54182829513012,0.7798344953093227
SS-316,Al-7075-T6,1200000,5.827314590908038,989.3017552648447,153.5094695505589,0.004445036538518186,0.001,0.02745060513020358,3.482159304511475,5.269910491624329,0.75,3693.1518192636145,50377.55732298685,0,0,700000,185.55543241399056,146.22306742632276,38.932414503928435,"[0.027450566700104755, 0.02745060513020358]",3.5480105878489185,0.7829256416687217
SS-316,G10,1200000,5.827279667131968,973.6806509373899,137.88836522310413,0.004445036538518186,0.001,0.027448604178057653,3.482159304511475,5.269910491624329,0.75,3552.267132302452,49070.834832365086,0,27.0,700000,185.55543241399056,146.2316929693014,38.932414503928435,"[0.027441691870869308, 0.027448604178057653]",3.548006585944626,0.7829236407165757
SS-316,SS-304,1200000,5.827313098179486,1079.275098131335,243.48281241704916,0.004445036538518186,0.001,0.027450519604711406,3.482159304511475,5.269910491624329,0.75,3728.7396665192196,51132.883221666016,0,0,700000,185.55543241399056,146.22337407426102,38.932414503928435,"[0.027450187370209787, 0.027450519604711406]",3.548010416797934,0.7829255561432296
SS-316,Carbon Fibre UD (Prepreg),1200000,5.8273098025998,967.7465318789383,131.9542461646525,0.004445036538518186,0.001,0.027450330785287396,3.482159304511475,5.269910491624329,0.75,4702.537075475172,65096.2210668664,0,52.6,700000,185.55543241399056,146.2242791566161,38.932414503928435,"[0.027449349901833228, 0.027450330785287396]",3.548010039159086,0.7829253673238055
SS-316,SS-316,1200000,5.827313041913487,1079.53690142962,243.7446157153342,0.004445036538518186,0.001,0.027450516380965465,3.482159304511475,5.269910491624329,0.75,3905.493226489782,52117.81211150561,0,0,700000,185.55543241399056,146.2233859464327,38.932414503928435,"[0.027450173071976672, 0.027450516380965465]",3.548010410350442,0.7829255529194836
Al-7075-T6,Al-7075-T6,1200000,5.972928677572594,519.1396546497135,-316.6526310645723,0.0023123169872089557,0.001,0.025076572455226025,3.599803134509204,5.47780429965866,0.75,2079.706388149659,33231.92733114865,0,0,800000,209.32213614258475,168.83902944971067,40.083169438856274,"[0.02507655779633496, 0.025076572455226025]",3.6566409133940736,0.7784188894424349
Al-7075-T6,G10,1200000,5.9728928918451185,503.1329485151721,-332.65933719911374,0.0023123169872089557,0.001,0.02507457151047453,3.599803134509204,5.47780429965866,0.75,1935.344008019627,31892.948847875858,0,33.300000000000004,800000,209.32213614258475,168.84996162127624,40.083169438856274,"[0.025071934866521435, 0.02507457151047453]",3.6566369115045707,0.7784168884976834
Al-7075-T6,SS-304,1200000,5.972927148002128,611.3339635919228,-224.45832212236297,0.0023123169872089557,0.001,0.025076486930050344,3.599803134509204,5.47780429965866,0.75,2116.172711469696,34005.89823617745,0,0,800000,209.32213614258475,168.8394186476086,40.083169438856274,"[0.025076360201549575, 0.025076486930050344]",3.6566407423437224,0.7784188039172593
Al-7075-T6,Carbon Fibre UD (Prepreg),1200000,5.972923771084508,497.0523468769237,-338.7399388373621,0.0023123169872089557,0.001,0.02507629811132537,3.599803134509204,5.47780429965866,0.75,3114.008031305393,48313.91708746221,0,49.900000000000006,800000,209.32213614258475,168.84056495314033,40.083169438856274,"[0.025075923960363743, 0.02507629811132537]",3.6566403647062726,0.7784186150985343
Al-7075-T6,SS-316,1200000,5.9729270903474365,611.6022294334667,-224.19005628081908,0.0023123169872089557,0.001,0.02507648370631653,3.599803134509204,5.47780429965866,0.75,2297.289382140789,35015.139811990586,0,0,800000,209.32213614258475,168.83943371244814,40.083169438856274,"[0.02507635275353138, 0.02507648370631653]",3.6566407358962545,0.7784188006935254
G10,Al-7075-T6,1200000,5.961389289144153,482.0536717087792,-353.73861400550663,0.0016977092699636044,0.001,0.02504557938597243,3.599803134509204,5.47780429965866,0.75,1854.254563784604,32586.035927366145,50.600000000000044,0,800000,209.32213614258475,168.8854326543928,40.03676633025134,"[0.025045571589332027, 0.02504557938597243]",3.655349711821076,0.777773288655936
G10,G10,1200000,5.961353545741407,466.0658885052067,-369.7263972090791,0.0016977092699636044,0.001,0.02504357844228721,3.599803134509204,5.47780429965866,0.75,1710.0628472375943,31248.640365159998,50.600000000000044,6.7,800000,209.32213614258475,168.89638185215992,40.03676633025134,"[0.025042176088699256, 0.02504357844228721]",3.6553457099337052,0.7777712877122508
G10,SS-304,1200000,5.96138776138275,574.1389891648662,-261.6532965494196,0.0016977092699636044,0.001,0.02504549386084247,3.599803134509204,5.47780429965866,0.75,1890.6777768249453,33359.09184872003,50.600000000000044,0,800000,209.32213614258475,168.88582253704445,40.03676633025134,"[0.025045426457619382, 0.02504549386084247]",3.655349540770816,0.777773203130806
G10,Carbon Fibre UD (Prepreg),1200000,5.961384388459097,459.9924753879699,-375.79981032631594,0.0016977092699636044,0.001,0.02504530504221816,3.599803134509204,5.47780429965866,0.75,2887.333462239974,47650.19585325199,50.600000000000044,36.7,800000,209.32213614258475,168.88697051217548,40.03676633025134,"[0.02504510604216115, 0.02504530504221816]",3.6553491631335673,0.7777730143121817
G10,SS-316,1200000,5.961387703796247,574.4069378637915,-261.38534785049427,0.0016977092699636044,0.001,0.02504549063711028,3.599803134509204,5.47780429965866,0.75,2071.5803326056885,34367.14030602421,50.600000000000044,0,800000,209.32213614258475,168.8858376279114,40.03676633025134,"[0.025045420987112623, 0.02504549063711028]",3.6553495343233515,0.7777731999070738
SS-304,Al-7075-T6,1200000,6.0128532652779105,1009.3530483409107,173.56076262662492,0.004445036538518186,0.001,0.025171668425028444,3.599803134509204,5.47780429965866,0.75,3024.6871330830822,47254.668923779835,0,0,800000,209.32213614258475,168.6778347969018,40.244363760718834,"[0.02517162999531904, 0.025171668425028444]",3.661096544436297,0.7806467049635466
SS-304,G10,1200000,6.012817333336742,993.2809716536661,157.48868593938033,0.004445036538518186,0.001,0.025169667476611084,3.599803134509204,5.47780429965866,0.75,2879.7351839917355,45910.22213197522,0,30.0,800000,209.32213614258475,168.6887083226419,40.244363760718834,"[0.025162755239323625, 0.025169667476611084]",3.6610925425394623,0.7806447040151292
SS-304,SS-304,1200000,6.012851729457914,1101.9238757899982,266.1315900757124,0.004445036538518186,0.001,0.02517158289969602,3.599803134509204,5.47780429965866,0.75,3061.302383798566,48031.80070218974,0,0,800000,209.32213614258475,168.67822163736878,40.244363760718834,"[0.025171250668560415, 0.02517158289969602]",3.6610963733856323,0.7806466194382141
SS-304,Carbon Fibre UD (Prepreg),1200000,6.012848338742845,987.1755367801189,151.38325106583312,0.004445036538518186,0.001,0.025171394080624302,3.599803134509204,5.47780429965866,0.75,4063.2128310283256,62398.25304283434,0,33.7,800000,209.32213614258475,168.67936219034124,40.244363760718834,"[0.025170413207106446, 0.025171394080624302]",3.6610959957474885,0.7806464306191424
SS-304,SS-316,1200000,6.012851671567652,1102.1932372223046,266.40095150801875,0.004445036538518186,0.001,0.025171579675956072,3.599803134509204,5.47780429965866,0.75,3243.15872893122,49045.16398709684,0,0,800000,209.32213614258475,168.67823661259672,40.244363760718834,"[0.025171236370445632, 0.025171579675956072]",3.6610963669381524,0.7806466162144742
Carbon Fibre UD (Prepreg),Al-7075-T6,1200000,5.957798896972972,467.056249439839,-368.7360362744468,0.0015023207350573073,0.001,0.02503993828938067,3.599803134509204,5.47780429965866,0.75,3488.088391207777,55247.935337969255,50.600000000000044,0,800000,209.32213614258475,168.90017991219335,40.022019102624824,"[0.02503993267543179, 0.02503993828938067]",3.6549476525580795,0.7775722590244379
Carbon Fibre UD (Prepreg),G10,1200000,5.957763166745182,451.0743566163767,-384.7179290979091,0.0015023207350573073,0.001,0.025037937346027963,3.599803134509204,5.47780429965866,0.75,3343.949799273249,53911.03251162871,50.600000000000044,42.2,800000,209.32213614258475,168.91113445685508,40.022019102624824,"[0.025036927585549786, 0.025037937346027963]",3.6549436506713744,0.7775702580810853
Carbon Fibre UD (Prepreg),SS-304,1200000,5.957797369774701,559.1076397372647,-276.68464597702115,0.0015023207350573073,0.001,0.025039852764265014,3.599803134509204,5.47780429965866,0.75,3524.498184766002,56020.70644077987,50.600000000000044,0,800000,209.32213614258475,168.9005700097203,40.022019102624824,"[0.025039804230765603, 0.025039852764265014]",3.6549474815078487,0.7775721734993223
Carbon Fibre UD (Prepreg),Carbon Fibre UD (Prepreg),1200000,5.957793998094301,445.00318116100664,-390.7891045532792,0.0015023207350573073,0.001,0.025039663945672183,3.599803134509204,5.47780429965866,0.75,4520.786670452189,70306.54514698533,50.600000000000044,38.6,800000,209.32213614258475,168.9017185094122,40.022019102624824,"[0.025039520656249408, 0.025039663945672183]",3.6549471038706627,0.7775719846807294
Carbon Fibre UD (Prepreg),SS-316,1200000,5.957797312209421,559.3754897151953,-276.41679599909054,0.0015023207350573073,0.001,0.02503984954053326,3.599803134509204,5.47780429965866,0.75,3705.3340902962063,57028.38350099244,50.600000000000044,0,800000,209.32213614258475,168.90058510875676,40.022019102624824,"[0.02503979938925026, 0.02503984954053326]",3.6549474750603848,0.7775721702755906
SS-316,Al-7075-T6,1200000,6.012852998400385,1010.4841091449924,174.69182343070662,0.004445036538518186,0.001,0.025171653563399145,3.599803134509204,5.47780429965866,0.75,3788.30866536519,51509.81891597592,0,0,800000,209.32213614258475,168.6778347969039,40.244363760718834,"[0.02517161513368973, 0.025171653563399145]",3.661096514713038,0.7806466901019172
SS-316,G10,1200000,6.012817066460194,994.4120328942034,158.61974717991762,0.004445036538518186,0.001,0.02516965261498181,3.599803134509204,5.47780429965866,0.75,3643.356720210182,50165.37216068123,0,0.9,800000,209.32213614258475,168.68870832289437,40.244363760718834,"[0.025162740377694785, 0.02516965261498181]",3.6610925128162037,0.7806446891534999
